model,modal,frequency_metric,error_metric,n,spearman,pearson
unetpp,NBI,boundary_freq_std,boundary_fp_fn_balance,420,-0.06606150644073026,-0.06805234404799107
unetpp,NBI,boundary_freq_gap,interior_FN,420,-0.018430360066425455,-0.08303647058442128
unetpp,NBI,boundary_freq_gap,boundary_FN,420,0.0507439345773331,0.06636221084804615
unetpp,NBI,boundary_freq_gap,boundary_FP,420,-0.19018268857215345,-0.20426429434869123
unetpp,NBI,boundary_freq_gap,exterior_FP,420,-0.15964849822281799,-0.10954042023678077
unetpp,NBI,boundary_freq_gap,interior_error_ratio,420,0.10721469336813652,0.10276238253177053
unetpp,NBI,boundary_freq_gap,boundary_error_ratio,420,0.16430633168095116,0.16953504135521325
unetpp,NBI,boundary_freq_gap,exterior_error_ratio,420,-0.21368697900400807,-0.2011876079204117
unetpp,NBI,boundary_freq_gap,boundary_FN_error_ratio,420,0.2238589195158098,0.24811265052168738
unetpp,NBI,boundary_freq_gap,boundary_FP_error_ratio,420,-0.029558989757116287,-0.04973151859587408
unetpp,NBI,boundary_freq_gap,boundary_fp_fn_balance,420,-0.18850014604308168,-0.21321908255986388
attention_unet,WL,scale,interior_FN,420,0.21457202348368684,0.0661969612837517
