model,modal,frequency_metric,frequency_group,n,frequency_mean,frequency_min,frequency_max,Dice_mean,Dice_std,IoU_mean,IoU_std,Boundary_IoU_mean,Boundary_IoU_std,HD95_mean,HD95_std,MAE_mean,MAE_std
swin_unet,NBI,boundary_hfr,high,140,0.0012970599745589291,0.000877008338271,0.0023991593713183,0.8090989273221055,0.15305609399133144,0.7028583782818227,0.18683558554101082,0.20439448016734407,0.13052556104740357,34.79082331266481,24.380966494801118,0.11212958992858015,0.09839237103867177
swin_unet,NBI,boundary_freq_std,low,140,0.00021096579751077215,3.141723348210207e-05,0.0003325303623565,0.7856533011583653,0.14619604331572805,0.6675804278004597,0.17487405022084665,0.17666037609603902,0.11593531033668827,33.02947727898356,23.31265725889472,0.10001096169331239,0.09169261134815163
swin_unet,NBI,boundary_freq_std,mid,140,0.00042099367027716644,0.0003362900983709,0.0005065073522605,0.8395182768723777,0.13936241249666043,0.7447103442564564,0.18118807067062473,0.24947992023959453,0.17781563564521688,36.35124923001722,27.070720326032966,0.12074953352234188,0.0971097176287878
swin_unet,NBI,boundary_freq_std,high,140,0.0008149554417112786,0.0005072390119216,0.0018652232068285,0.8229631023667646,0.15000363514300533,0.7223637332805618,0.18633937101298617,0.22174739510473776,0.14979945422882218,35.51882477937909,25.67876813293986,0.12381545538747944,0.11215686879583488
swin_unet,NBI,boundary_freq_gap,low,140,0.00010075986368713268,4.776994911427884e-06,0.0001703827266279,0.7822172777364178,0.14515986768389605,0.66275969233735,0.1747202695746552,0.16839129494621843,0.11594862584192507,37.322191634611045,23.208004852649342,0.12198717674639606,0.10513969232773718
swin_unet,NBI,boundary_freq_gap,mid,140,0.00025744128110253856,0.0001707918206982,0.0003917411091347,0.8079491853359114,0.15567328585546966,0.7013415757686623,0.18529442062778834,0.19803883436735517,0.12484866907047679,35.65549434849435,24.469635623172707,0.11290685377482854,0.09174530488211227
swin_unet,NBI,boundary_freq_gap,high,140,0.000704951243586782,0.0003948255458796,0.002372494903279,0.857968217325178,0.12859004090696352,0.7705532372314655,0.17445554328431076,0.28145756212679773,0.18510980799418622,31.921865305274476,28.088116217974076,0.10968192008190916,0.1058358322741861
unet,WL,scale,low,140,0.09887499128069197,0.008697509765625,0.175201416015625,0.6216267987677856,0.2274293151963423,0.48744491514815663,0.226554217215482,0.13349827974328357,0.10096826173610692,57.99197901736747,51.06765907866127,0.09836105440543697,0.08082666315811475
unet,WL,scale,mid,140,0.28107332502092636,0.17926025390625,0.3924713134765625,0.7948427454228366,0.12321982810840527,0.6741878244804218,0.14737277152755512,0.1553577658336557,0.08701320143725638,43.32990186185949,36.194462891419754,0.11645223089892945,0.06906139806843416
unet,WL,scale,high,140,0.5897402082170758,0.39306640625,0.965301513671875,0.8363167397101741,0.11539587428867702,0.73354216390818,0.15264462848077184,0.19591498033488292,0.11362185615539577,43.64245174081206,22.803200615996477,0.17211800214967554,0.1130064802577204
